id,article_nr,medium_code,relevant,frames_present,dominant_frame,resp_accused_actors,moral_position,conflict_parties,raw_text
1037457,647,BZ,1,1;3;6;8,1,Schweizer Regierung;Gegner der Initiative,restriktiv,Befürworter der Masseneinwanderungsinitiative;Gegner der Initiative,"{
  ""relevant"": 1,
  ""frames_present"": [1, 3, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Schweizer Regierung"", ""Gegner der Initiative""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""Befürworter der Masseneinwanderungsinitiative"", ""Gegner der Initiative""]
  }
}"
1129777,648,SGT,1,1;6;7,1,Befürworter der Personenfreizügigkeit,restriktiv,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 7],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Befürworter der Personenfreizügigkeit""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": null
}"
990150,649,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1222858,650,BLI,1,2;4;6;8,2,SVP,NA,Bundesrat;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 4, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""SVP""]
    }
}"
1390894,651,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1020158,652,SGT,1,2;6;7,7,Schweizerinnen;Schweizer,liberal,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 7],
    ""dominant_frame"": 7,
    ""responsibility_frame"": {
        ""accused_actors"": [""Schweizerinnen und Schweizer""]
    },
    ""moral_frame"": {
        ""position"": ""liberal""
    },
    ""conflict_frame"": null
}"
1291986,653,NZZ,1,1;6;8,6,Unia;Subunternehmen;Kanton Zürich;Zürcher Amt für Wirtschaft und Arbeit,NA,Unia;AB Brandschutz AG;SBB;Kanton Zürich;Zürcher Amt für Wirtschaft und Arbeit,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Unia"", ""Subunternehmen"", ""Kanton Zürich"", ""Zürcher Amt für Wirtschaft und Arbeit""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Unia"", ""AB Brandschutz AG"", ""SBB"", ""Kanton Zürich"", ""Zürcher Amt für Wirtschaft und Arbeit""]
  }
}"
1029118,654,SGT,1,2;8,2,NA,NA,Johann Schneider-Ammann;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Johann Schneider-Ammann"", ""SVP""]
    }
}"
1160628,655,BZ,1,1;2;6;8,1,SVP;Initiativgegner,NA,SVP;Initiativgegner;Wirtschaftsverbände;Gewerkschaften,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Initiativgegner""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Initiativgegner"", ""Wirtschaftsverbände"", ""Gewerkschaften""]
    }
}"
1118101,656,BLI,1,8,8,NA,NA,Kantone;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Kantone"", ""SVP""]
    }
}"
1020863,657,SGT,1,1;2;6;8,1,Bauernverband;SVP,NA,Toni Brunner;Markus Ritter,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bauernverband"", ""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Toni Brunner"", ""Markus Ritter""]
  }
}"
990098,658,NZZ,1,2;6;7;8,2,SVP;Öko-Fundamentalisten,liberal,SVP;Linke;gemäßigte Mitte,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 7, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Öko-Fundamentalisten""]
    },
    ""moral_frame"": {
        ""position"": ""liberal""
    },
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Linke"", ""gemäßigte Mitte""]
    }
}"
980195,659,SRF,1,1;2;6;8,8,SVP;Bundesrat;EU,NA,SVP;Bundesrat;EU;SP;FDP;CVP,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Bundesrat"", ""EU""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""EU"", ""SP"", ""FDP"", ""CVP""]
    }
}"
991742,660,BZ,1,2;3;6;8,3,Bundesrat,NA,Befürworter der Masseneinwanderung;Gegner der Masseneinwanderung,"{
    ""relevant"": 1,
    ""frames_present"": [2, 3, 6, 8],
    ""dominant_frame"": 3,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Befürworter der Masseneinwanderung"", ""Gegner der Masseneinwanderung""]
    }
}"
932286,661,TA,1,6;8,6,EU;Initianten der Masseneinwanderungsinitiative,NA,EU;Schweiz;Initianten der Masseneinwanderungsinitiative,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Initianten der Masseneinwanderungsinitiative""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU"", ""Schweiz"", ""Initianten der Masseneinwanderungsinitiative""]
  }
}"
1102019,662,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
962117,663,SRF,1,1;6;7;8,1,EU;firms;immigrants,restrictive,SVP;EU;Swiss government;firms,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 7, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""firms"", ""immigrants""]
  },
  ""moral_frame"": {
    ""position"": ""restrictive""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""EU"", ""Swiss government"", ""firms""]
  }
}"
983146,664,BZ,1,2;8,2,NA,NA,Wirtschaftsverbände;Bürger,"{
    ""relevant"": 1,
    ""frames_present"": [2, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""Wirtschaftsverbände"",
            ""Bürger""
        ]
    }
}"
983637,665,TA,1,1;6;8,6,Bundesrat;Classe politique;Classe économique,NA,SVP;Bundesrat;EU,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Classe politique"", ""Classe économique""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""EU""]
    }
}"
1259347,666,NZZ,1,6;8,8,SP,NA,FDP;SP,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""SP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""FDP"", ""SP""]
    }
}"
1273484,667,BZ,1,2;6;8,2,Bund,NA,Regierungsrat;Bund,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bund""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Regierungsrat"", ""Bund""]
    }
}"
1227841,668,SGT,1,1;3;6;8,1,EU;Bundesrat;Wirtschaftsverbände,NA,SVP;Bundesrat;Wirtschaft;andere Parteien,"{
  ""relevant"": 1,
  ""frames_present"": [1, 3, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Bundesrat"", ""Wirtschaftsverbände""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Bundesrat"", ""Wirtschaft"", ""andere Parteien""]
  }
}"
1091756,669,NZZ,1,2,2,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1126235,670,SGT,1,1;6;8,1,Bundesrat;Economiesuisse,NA,SVP-Politiker und Unternehmer;Bundesrat und Economiesuisse,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""Economiesuisse""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP-Politiker und Unternehmer"", ""Bundesrat und Economiesuisse""]
  }
}"
1386087,671,BU,1,6;8,6,Simonetta Sommaruga;Bundesamt für Migration,NA,Bundesverwaltungsgericht;Justizministerium;bürgerliche Parteien;CVP,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Simonetta Sommaruga"", ""Bundesamt für Migration""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Bundesverwaltungsgericht"", ""Justizministerium"", ""bürgerliche Parteien"", ""CVP""]
  }
}"
1004785,672,SGT,1,1;2;6;8,1,SVP;Bundesrat,NA,SVP;Gegnerkomitee der SVP-Initiative;Bundesrat,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Bundesrat""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Gegnerkomitee der SVP-Initiative"", ""Bundesrat""]
  }
}"
1336119,673,BZ,1,1;8,1,NA,NA,Befürworter der Personenfreizügigkeit;Befürworter der Masseneinwanderungsinitiative,"{
  ""relevant"": 1,
  ""frames_present"": [1, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Befürworter der Personenfreizügigkeit"", ""Befürworter der Masseneinwanderungsinitiative""]
  }
}"
1107276,674,BU,1,1;2;6;8,6,SVP;Bundesrat;Wirtschaft,NA,SVP;Bundesrat;Wirtschaft,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Bundesrat"", ""Wirtschaft""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Bundesrat"", ""Wirtschaft""]
  }
}"
1034439,675,SGT,1,3;6;7;8,3,Bundesrat;Experten,restriktiv,SVP;Bundesrat,"{
  ""relevant"": 1,
  ""frames_present"": [3, 6, 7, 8],
  ""dominant_frame"": 3,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""Experten""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Bundesrat""]
  }
}"
1238917,676,SRF,1,2;6,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": []
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1015156,677,SRF,1,1;2;6;8,2,EU-Kommission;Mitgliedstaaten,NA,EU-Kommission;Mitgliedstaaten;EU-Bürger,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU-Kommission"", ""Mitgliedstaaten""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""EU-Kommission"", ""Mitgliedstaaten"", ""EU-Bürger""]
    }
}"
897621,678,BU,1,1;6;8,6,Bundesrat;Parlamentsmehrheit,NA,Ecopop-Initianten;Bundesrat;SP;EU,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Parlamentsmehrheit""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Ecopop-Initianten"", ""Bundesrat"", ""SP"", ""EU""]
    }
}"
1319617,679,SRF,1,5;6;7;8,5,EU;Frontex;Rohstoffkonzerne;Parlament,liberal,EU;Flüchtlinge;Rohstoffkonzerne,"{
  ""relevant"": 1,
  ""frames_present"": [5, 6, 7, 8],
  ""dominant_frame"": 5,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Frontex"", ""Rohstoffkonzerne"", ""Parlament""]
  },
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": {
    ""parties"": [""EU"", ""Flüchtlinge"", ""Rohstoffkonzerne""]
  }
}"
1045777,680,SGT,1,1;6;8,1,Bundesrat;Vermieter,NA,"Mieterverband, Linke und Grüne;Hauseigentümerverband, FDP und SVP","{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Vermieter""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Mieterverband, Linke und Grüne"", ""Hauseigentümerverband, FDP und SVP""]
    }
}"
1012819,681,SRF,1,1;6;8,6,EU;SVP,NA,SVP;EU,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""EU""]
  }
}"
1293205,682,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1117681,683,BZ,1,2,2,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
946320,684,SGT,1,6;8,6,EU;Arbeitgeber-Verband des Rheintals,NA,Schweiz;EU;Arbeitgeber-Verband des Rheintals,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU"", ""Arbeitgeber-Verband des Rheintals""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Schweiz"", ""EU"", ""Arbeitgeber-Verband des Rheintals""]
    }
}"
1026332,685,BU,1,1;2;6;8,1,Initianten der SVP-Initiative,NA,Bauernverband;SVP;verschiedene Kantonalsektionen,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Initianten der SVP-Initiative""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bauernverband"", ""SVP"", ""verschiedene Kantonalsektionen""]
    }
}"
1040716,686,TA,1,1;6,1,EU citizens;Federal Council,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU citizens"", ""Federal Council""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1019201,687,BU,1,NA,0,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1076150,688,BLI,1,2;6;8,2,SVP,NA,Wirtschaftskapitäne;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Wirtschaftskapitäne"", ""SVP""]
    }
}"
1031769,689,NZZ,1,2;3;7,2,NA,liberal,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2, 3, 7],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": null
}"
980813,690,BZ,1,1;6;8,6,EU;Brüssel;Europäischer Gerichtshof,NA,Schweizer Regierung;EU;SP;Gewerkschaften,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Brüssel"", ""Europäischer Gerichtshof""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Schweizer Regierung"", ""EU"", ""SP"", ""Gewerkschaften""]
  }
}"
1025330,691,TA,1,6;8,8,SVP,NA,SVP;SP;Grüne;FDP;CVP,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""SP"", ""Grüne"", ""FDP"", ""CVP""]
    }
}"
1206134,692,NZZ,1,2;6;8,2,SVP,NA,Bundesrat;SVP,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""SVP""]
    }
}"
1037781,693,BU,1,1;2;8,2,NA,NA,SVP;Wirtschaftsvertreter;Ökonomen,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""SVP"",
            ""Wirtschaftsvertreter"",
            ""Ökonomen""
        ]
    }
}"
1014721,694,BZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1054527,695,BZ,1,1;3;6;8,1,Wirtschaftsverbände;Schweizer Bauernverband,NA,Wirtschaftsverbände;Bauernverband;Befürworter der Initiative,"{
  ""relevant"": 1,
  ""frames_present"": [1, 3, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Wirtschaftsverbände"", ""Schweizer Bauernverband""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Wirtschaftsverbände"", ""Bauernverband"", ""Befürworter der Initiative""]
  }
}"
941261,696,ZWA,1,6;8,8,KGV;Regierungsrat Benedikt Würth,NA,KGV;Schweizer Dachverband;SVP;FDP;Ostschweizer Politiker und Wirtschaftsvertreter,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""KGV"", ""Regierungsrat Benedikt Würth""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""KGV"", ""Schweizer Dachverband"", ""SVP"", ""FDP"", ""Ostschweizer Politiker und Wirtschaftsvertreter""]
  }
}"
996555,697,SRF,1,6;8,8,NA,NA,SVP;SP;FDP;CVP;Grüne;Parteiungebundene;Stadt-Land;Deutschschweiz;Romandie;italienischsprachige Schweiz;Jüngere;Mittlere Altersgruppe;Rentner,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": []
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""SVP"",
            ""SP"",
            ""FDP"",
            ""CVP"",
            ""Grüne"",
            ""Parteiungebundene"",
            ""Stadt-Land"",
            ""Deutschschweiz"",
            ""Romandie"",
            ""italienischsprachige Schweiz"",
            ""Jüngere"",
            ""Mittlere Altersgruppe"",
            ""Rentner""
        ]
    }
}"
1063881,698,NZZ,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
971840,699,BZ,1,1;6;7;8,6,SVP;Bundesrat;Wirtschaftsverbände,restriktiv,SVP;Bundesrat;Wirtschaftsverbände,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 7, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Bundesrat"", ""Wirtschaftsverbände""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Bundesrat"", ""Wirtschaftsverbände""]
  }
}"
1131617,700,TA,1,2;7,2,NA,liberal,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2, 7],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": null
}"
952198,701,NZZ,1,1;6;8,1,Italian government;Swiss federal government,NA,Ticino government;Italian government;Swiss federal government,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Italian government"", ""Swiss federal government""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Ticino government"", ""Italian government"", ""Swiss federal government""]
  }
}"
1010946,702,BZ,1,1;6;7;8,1,Politiker;Regierungsmitglieder;Arbeitgeber;Behörden,restriktiv,Befürworter der Masseneinwanderungsinitiative;Gegner der Initiative;Wirtschaftsverbände,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 7, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Politiker"", ""Regierungsmitglieder"", ""Arbeitgeber"", ""Behörden""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""Befürworter der Masseneinwanderungsinitiative"", ""Gegner der Initiative"", ""Wirtschaftsverbände""]
  }
}"
952683,703,SGT,1,2;8,2,NA,NA,Kantonaler Gewerbeverband St. Gallen (KGV);Schweizerischer Gewerbeverband;IHK St. Gallen-Appenzell;überparteiliches st. gallisch-appenzellisches Komitee gegen die Abschottungsinitiative,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [
      ""Kantonaler Gewerbeverband St. Gallen (KGV)"",
      ""Schweizerischer Gewerbeverband"",
      ""IHK St. Gallen-Appenzell"",
      ""überparteiliches st. gallisch-appenzellisches Komitee gegen die Abschottungsinitiative""
    ]
  }
}"
1201378,704,BU,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1018592,705,BU,1,2;6;8,2,SVP;Politiker in London und Berlin,NA,EU-Kommission;SVP;Politiker in London und Berlin,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Politiker in London und Berlin""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU-Kommission"", ""SVP"", ""Politiker in London und Berlin""]
  }
}"
1160940,706,TA,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1126197,707,TA,1,1;3;6;7;8,6,SVP;Initianten der Masseneinwanderungsinitiative;Profiteure der Personenfreizügigkeit,restriktiv,SVP;Gegner der Initiative;Profiteure der Personenfreizügigkeit,"{
  ""relevant"": 1,
  ""frames_present"": [1, 3, 6, 7, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Initianten der Masseneinwanderungsinitiative"", ""Profiteure der Personenfreizügigkeit""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Gegner der Initiative"", ""Profiteure der Personenfreizügigkeit""]
  }
}"
1211398,708,TA,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1072444,709,SGT,1,1;6;7;8,1,EU;Schweizer Regierung,restriktiv,Schweiz;EU,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 7, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU"", ""Schweizer Regierung""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""Schweiz"", ""EU""]
    }
}"
1073105,710,SGT,1,1;6;8,1,Grenzgänger;EU;Tessiner Regierung,NA,Tessiner Regierung;Gewerkschaften;Lega;Grenzgänger,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Grenzgänger"", ""EU"", ""Tessiner Regierung""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Tessiner Regierung"", ""Gewerkschaften"", ""Lega"", ""Grenzgänger""]
  }
}"
1003133,711,BLI,1,1;2;4;6;7,6,SVP,liberal,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 4, 6, 7],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP""]
    },
    ""moral_frame"": {
        ""position"": ""liberal""
    },
    ""conflict_frame"": null
}"
1105341,712,BZ,1,2;6;8,2,SVP,NA,Kantone;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Kantone"", ""SVP""]
  }
}"
